transaction_id,payment_method,device_type,city_tier,network_type,hour_of_day,amount,amount_bucket,past_failed_attempts,success
TXN_011895,Card,Android,Tier 3,4G,16,2534.06,high,0,1
TXN_011896,Card,Android,Tier 1,5G,19,4253.74,high,3,0
TXN_011897,UPI,Android,Tier 3,5G,20,147.77,low,0,1
TXN_011898,UPI,Desktop,Tier 1,4G,3,416.92,low,0,1
TXN_011899,Netbanking,Android,Tier 1,4G,5,1208.06,med,2,1
TXN_011900,Card,Android,Tier 1,Wifi,23,1590.18,med,0,0
TXN_011901,UPI,iOS,Tier 1,5G,14,3395.73,high,0,1
TXN_011902,Netbanking,Android,Tier 3,4G,10,235.31,low,2,1
TXN_011903,UPI,iOS,Tier 1,4G,17,385.72,low,0,1
TXN_011904,Card,Android,Tier 2,4G,16,6106.92,high,0,0
TXN_011905,UPI,Android,Tier 1,4G,1,2462.41,high,0,1
TXN_011906,PayLater,Desktop,Tier 3,Wifi,12,1873.2,med,0,1
TXN_011907,UPI,Android,Tier 2,4G,5,902.09,med,0,1
TXN_011908,UPI,iOS,Tier 2,3G,10,847.61,med,0,1
TXN_011909,UPI,Android,Tier 1,4G,19,2609.07,high,0,1
TXN_011910,UPI,iOS,Tier 2,4G,6,2431.27,high,0,1
TXN_011911,Wallet,Android,Tier 1,4G,17,1016.85,med,1,1
TXN_011912,PayLater,Android,Tier 1,5G,16,194.45,low,0,0
TXN_011913,UPI,iOS,Tier 2,4G,12,181.21,low,4,0
TXN_011914,UPI,Android,Tier 3,5G,20,2395.73,high,0,1
TXN_011915,Card,iOS,Tier 3,5G,13,1461.3,med,4,1
TXN_011916,Wallet,iOS,Tier 2,4G,8,640.75,med,0,1
TXN_011917,Card,iOS,Tier 2,5G,12,151.55,low,0,1
TXN_011918,UPI,Desktop,Tier 3,4G,5,4464.27,high,0,1
TXN_011919,UPI,Android,Tier 2,5G,21,429.92,low,0,1
TXN_011920,Card,Android,Tier 2,4G,0,571.29,med,2,1
TXN_011921,UPI,Android,Tier 3,4G,0,745.82,med,4,1
TXN_011922,Card,Android,Tier 1,Wifi,3,214.77,low,0,1
TXN_011923,UPI,Android,Tier 1,4G,13,176.27,low,0,1
TXN_011924,Netbanking,Android,Tier 2,Wifi,17,1130.84,med,3,1
TXN_011925,UPI,Android,Tier 1,Wifi,15,4242.77,high,1,1
TXN_011926,Card,Android,Tier 1,4G,2,17111.43,ultra_high,0,1
TXN_011927,UPI,Android,Tier 2,4G,5,1810.43,med,0,1
TXN_011928,Card,iOS,Tier 2,Wifi,0,8312.94,high,0,1
TXN_011929,UPI,Android,Tier 3,Wifi,10,1906.32,med,0,1
TXN_011930,Card,Android,Tier 1,4G,9,3833.17,high,0,1
TXN_011931,Card,iOS,Tier 1,Wifi,17,880.43,med,0,0
TXN_011932,Card,Android,Tier 1,Wifi,3,1348.79,med,0,1
TXN_011933,Card,Desktop,Tier 2,4G,5,1495.54,med,2,0
TXN_011934,Card,Android,Tier 2,Wifi,18,1028.68,med,0,1
TXN_011935,Netbanking,Android,Tier 2,4G,8,611.31,med,1,1
TXN_011936,UPI,Android,Tier 1,5G,9,2234.97,high,1,1
TXN_011937,Netbanking,iOS,Tier 2,4G,19,568.87,med,2,0
TXN_011938,UPI,Android,Tier 2,4G,22,1511.03,med,0,1
TXN_011939,UPI,iOS,Tier 1,5G,4,686.33,med,0,1
TXN_011940,UPI,Android,Tier 2,4G,21,5846.22,high,0,1
TXN_011941,UPI,Android,Tier 2,5G,15,3971.55,high,0,1
TXN_011942,Netbanking,Android,Tier 3,Wifi,21,454.27,low,0,1
TXN_011943,Card,Android,Tier 3,4G,1,654.26,med,0,1
TXN_011944,Netbanking,Android,Tier 2,4G,8,614.42,med,0,1
TXN_011945,UPI,Desktop,Tier 3,5G,10,1093.47,med,0,1
TXN_011946,UPI,Android,Tier 2,4G,1,72.71,low,0,1
TXN_011947,UPI,Android,Tier 3,Wifi,17,1556.35,med,3,1
TXN_011948,UPI,Android,Tier 1,4G,1,171.78,low,3,1
TXN_011949,UPI,iOS,Tier 2,5G,13,451.34,low,0,1
TXN_011950,UPI,Desktop,Tier 2,4G,22,1909.32,med,1,1
TXN_011951,UPI,iOS,Tier 2,4G,3,7271.63,high,0,1
TXN_011952,Card,Desktop,Tier 1,4G,7,760.89,med,1,1
TXN_011953,Card,iOS,Tier 1,4G,7,1507.73,med,1,0
TXN_011954,PayLater,Desktop,Tier 1,4G,0,230.46,low,0,1
TXN_011955,Wallet,Android,Tier 1,5G,0,584.57,med,0,1
TXN_011956,Card,Android,Tier 1,4G,3,342.04,low,2,1
TXN_011957,UPI,Android,Tier 2,4G,17,1171.51,med,0,1
TXN_011958,Card,Android,Tier 3,4G,18,252.34,low,0,1
TXN_011959,Netbanking,Android,Tier 2,Wifi,9,3594.45,high,0,1
TXN_011960,UPI,Android,Tier 3,5G,17,391.43,low,0,1
TXN_011961,UPI,Android,Tier 3,4G,9,672.33,med,2,1
TXN_011962,Netbanking,Desktop,Tier 2,Wifi,8,371.44,low,0,1
TXN_011963,UPI,Android,Tier 1,Wifi,21,196.54,low,0,1
TXN_011964,Card,iOS,Tier 1,4G,6,127.33,low,1,0
TXN_011965,Card,iOS,Tier 3,5G,5,52.11,low,0,1
TXN_011966,UPI,Desktop,Tier 1,4G,0,768.25,med,0,1
TXN_011967,UPI,Desktop,Tier 2,Wifi,4,2969.88,high,0,1
TXN_011968,UPI,iOS,Tier 1,5G,18,492.9,low,0,1
TXN_011969,UPI,Android,Tier 3,Wifi,14,191.07,low,2,1
TXN_011970,UPI,Android,Tier 2,4G,23,338.14,low,0,1
TXN_011971,Netbanking,Android,Tier 3,4G,13,623.32,med,1,1
TXN_011972,UPI,iOS,Tier 1,Wifi,6,368.05,low,0,1
TXN_011973,UPI,iOS,Tier 1,Wifi,8,2760.72,high,0,1
TXN_011974,UPI,iOS,Tier 2,5G,11,4218.86,high,0,1
TXN_011975,Wallet,Android,Tier 3,Wifi,16,652.06,med,0,1
TXN_011976,UPI,Android,Tier 2,5G,17,128.05,low,0,1
TXN_011977,UPI,Android,Tier 3,5G,1,265.59,low,0,1
TXN_011978,Wallet,Android,Tier 3,4G,16,755.35,med,2,0
TXN_011979,Netbanking,Android,Tier 3,4G,23,173.29,low,4,0
TXN_011980,UPI,Android,Tier 2,4G,19,889.88,med,0,1
TXN_011981,Netbanking,iOS,Tier 1,5G,6,1443.85,med,1,1
TXN_011982,UPI,Android,Tier 1,4G,9,701.53,med,0,1
TXN_011983,UPI,Android,Tier 3,4G,14,876.57,med,0,1
TXN_011984,UPI,Desktop,Tier 3,4G,0,283.74,low,0,1
TXN_011985,UPI,Android,Tier 2,Wifi,23,365.42,low,3,1
TXN_011986,Card,Android,Tier 1,4G,10,832.07,med,1,0
TXN_011987,UPI,Android,Tier 1,4G,7,468.72,low,0,1
TXN_011988,UPI,Android,Tier 3,4G,11,907.81,med,0,1
TXN_011989,Card,Android,Tier 1,4G,2,232.8,low,1,1
TXN_011990,Netbanking,Android,Tier 3,4G,14,148.69,low,0,1
TXN_011991,UPI,Android,Tier 1,4G,20,669.06,med,0,1
TXN_011992,Card,Android,Tier 2,4G,4,3522.51,high,1,1
TXN_011993,UPI,Android,Tier 3,Wifi,4,131.5,low,0,1
TXN_011994,Netbanking,iOS,Tier 1,5G,16,4721.41,high,0,1
TXN_011995,Card,Android,Tier 1,4G,1,5183.11,high,0,1
TXN_011996,PayLater,Desktop,Tier 3,5G,0,92.21,low,0,1
TXN_011997,UPI,Android,Tier 2,5G,17,4058.79,high,0,0
TXN_011998,UPI,Android,Tier 2,5G,8,170.19,low,1,1
TXN_011999,UPI,iOS,Tier 2,4G,4,1527.31,med,0,1
TXN_012000,UPI,Android,Tier 1,4G,19,5827.62,high,0,1
TXN_012001,UPI,Android,Tier 1,5G,12,1411.12,med,0,1
TXN_012002,Wallet,Android,Tier 2,4G,1,1705.98,med,1,1
TXN_012003,UPI,Android,Tier 1,4G,21,2367.6,high,0,1
TXN_012004,UPI,iOS,Tier 2,4G,12,36752.74,ultra_high,0,1
TXN_012005,Netbanking,Desktop,Tier 3,5G,7,435.29,low,0,1
TXN_012006,UPI,Android,Tier 1,4G,9,3983.83,high,4,0
TXN_012007,Netbanking,Android,Tier 2,4G,19,195.64,low,0,1
TXN_012008,UPI,Android,Tier 1,Wifi,5,209.67,low,0,1
TXN_012009,UPI,Desktop,Tier 1,Wifi,10,1384.38,med,0,1
TXN_012010,UPI,iOS,Tier 2,4G,13,2840.78,high,1,1
TXN_012011,UPI,Desktop,Tier 3,4G,9,1870.46,med,0,1
TXN_012012,Wallet,Android,Tier 1,5G,9,554.66,med,1,1
TXN_012013,UPI,iOS,Tier 2,4G,10,568.22,med,0,1
TXN_012014,UPI,Android,Tier 2,5G,3,325.06,low,0,1
TXN_012015,UPI,Android,Tier 1,Wifi,23,1297.44,med,0,1
TXN_012016,UPI,Desktop,Tier 2,4G,2,1673.31,med,2,0
TXN_012017,Wallet,Android,Tier 3,4G,8,3456.51,high,0,1
TXN_012018,UPI,Desktop,Tier 2,4G,4,163.16,low,0,1
TXN_012019,Card,Android,Tier 1,5G,0,50000.0,ultra_high,0,1
TXN_012020,PayLater,iOS,Tier 2,4G,10,232.61,low,0,1
TXN_012021,Card,Android,Tier 2,4G,7,277.73,low,0,1
TXN_012022,Wallet,Android,Tier 1,4G,20,741.94,med,0,1
TXN_012023,UPI,Android,Tier 1,4G,4,897.95,med,0,1
TXN_012024,UPI,Android,Tier 1,5G,1,1888.06,med,0,1
TXN_012025,UPI,Android,Tier 1,4G,8,1943.71,med,0,1
TXN_012026,Card,Android,Tier 1,5G,5,1961.64,med,0,0
TXN_012027,PayLater,Android,Tier 2,4G,10,5408.96,high,0,0
TXN_012028,UPI,Android,Tier 1,4G,9,2958.77,high,0,1
TXN_012029,Card,Android,Tier 3,Wifi,11,191.89,low,2,0
TXN_012030,UPI,Android,Tier 2,5G,2,565.7,med,0,1
TXN_012031,Card,iOS,Tier 3,5G,6,435.27,low,0,1
TXN_012032,UPI,iOS,Tier 2,4G,17,715.27,med,2,1
TXN_012033,PayLater,Android,Tier 1,4G,22,4100.19,high,2,0
TXN_012034,Card,Android,Tier 2,5G,11,2249.37,high,0,1
TXN_012035,UPI,iOS,Tier 3,Wifi,10,784.83,med,1,1
TXN_012036,UPI,Android,Tier 1,Wifi,1,3759.8,high,1,1
TXN_012037,UPI,Android,Tier 1,Wifi,20,2976.22,high,0,1
TXN_012038,UPI,Android,Tier 1,4G,9,172.63,low,0,1
TXN_012039,UPI,Android,Tier 1,Wifi,12,294.77,low,1,1
TXN_012040,Netbanking,Android,Tier 1,Wifi,12,1465.83,med,0,0
TXN_012041,Card,Android,Tier 1,4G,14,760.09,med,0,1
TXN_012042,UPI,Android,Tier 1,4G,12,2252.51,high,0,1
TXN_012043,UPI,Android,Tier 2,5G,8,549.53,med,0,1
TXN_012044,Netbanking,Android,Tier 1,4G,5,2412.88,high,1,1
TXN_012045,Card,Android,Tier 2,5G,2,890.95,med,1,1
TXN_012046,UPI,Android,Tier 2,Wifi,19,1835.32,med,4,1
TXN_012047,Card,Android,Tier 2,Wifi,19,1436.33,med,0,1
TXN_012048,UPI,Desktop,Tier 1,Wifi,8,638.63,med,0,1
TXN_012049,UPI,Android,Tier 2,4G,3,6961.5,high,0,1
TXN_012050,UPI,Android,Tier 1,4G,19,651.21,med,0,1
TXN_012051,UPI,Android,Tier 2,5G,4,12993.69,ultra_high,1,1
TXN_012052,UPI,Android,Tier 2,4G,21,101.47,low,0,1
TXN_012053,Wallet,Android,Tier 1,4G,23,245.4,low,0,1
TXN_012054,Netbanking,Android,Tier 1,5G,11,1194.57,med,0,1
TXN_012055,Card,iOS,Tier 1,4G,16,141.52,low,0,0
TXN_012056,UPI,Android,Tier 1,4G,4,473.84,low,0,1
TXN_012057,UPI,iOS,Tier 1,4G,3,2445.57,high,2,1
TXN_012058,Card,Android,Tier 3,Wifi,7,723.11,med,1,0
TXN_012059,UPI,Desktop,Tier 1,4G,8,2172.15,high,0,1
TXN_012060,UPI,iOS,Tier 2,4G,16,4911.33,high,0,1
TXN_012061,UPI,Desktop,Tier 2,Wifi,23,1630.36,med,0,1
TXN_012062,Netbanking,Android,Tier 2,4G,7,263.8,low,1,1
TXN_012063,UPI,Android,Tier 3,4G,4,768.86,med,0,1
TXN_012064,UPI,iOS,Tier 3,5G,9,840.8,med,1,1
TXN_012065,Netbanking,iOS,Tier 3,4G,17,1065.17,med,0,1
TXN_012066,UPI,Desktop,Tier 3,4G,22,543.89,med,0,1
TXN_012067,UPI,Android,Tier 1,Wifi,13,1013.35,med,0,1
TXN_012068,UPI,iOS,Tier 2,4G,4,2609.91,high,0,1
TXN_012069,UPI,Android,Tier 3,5G,14,43.5,low,0,1
TXN_012070,Netbanking,Android,Tier 2,5G,4,1859.61,med,0,0
TXN_012071,UPI,Android,Tier 3,4G,21,396.56,low,0,1
TXN_012072,UPI,Android,Tier 1,5G,11,94.27,low,3,1
TXN_012073,Wallet,Desktop,Tier 2,4G,9,120.73,low,0,1
TXN_012074,Wallet,Android,Tier 3,4G,7,1468.51,med,0,1
TXN_012075,Wallet,Android,Tier 1,5G,0,640.96,med,0,1
TXN_012076,UPI,Android,Tier 2,4G,2,5583.15,high,0,1
TXN_012077,UPI,Android,Tier 1,5G,15,4875.36,high,0,1
TXN_012078,PayLater,Android,Tier 2,4G,22,215.18,low,0,1
TXN_012079,Netbanking,Android,Tier 3,4G,10,813.02,med,0,1
TXN_012080,UPI,Android,Tier 1,5G,8,4818.91,high,0,1
TXN_012081,UPI,iOS,Tier 1,4G,9,322.28,low,0,0
TXN_012082,UPI,Desktop,Tier 1,Wifi,1,7398.39,high,0,1
TXN_012083,Wallet,Android,Tier 3,5G,19,784.99,med,0,1
TXN_012084,UPI,Android,Tier 2,Wifi,10,1383.87,med,0,1
TXN_012085,UPI,Android,Tier 1,4G,19,977.28,med,0,1
TXN_012086,UPI,iOS,Tier 1,Wifi,10,1142.7,med,2,0
TXN_012087,Card,Android,Tier 3,5G,6,2388.27,high,0,1
TXN_012088,Netbanking,Android,Tier 3,5G,20,323.22,low,0,1
TXN_012089,UPI,Android,Tier 1,Wifi,10,1086.89,med,0,1
TXN_012090,Netbanking,Desktop,Tier 1,5G,4,1058.13,med,0,0
TXN_012091,PayLater,Android,Tier 3,Wifi,22,1274.34,med,0,1
TXN_012092,UPI,Android,Tier 2,5G,11,3605.83,high,1,1
TXN_012093,UPI,Desktop,Tier 3,5G,17,905.62,med,0,1
TXN_012094,UPI,Android,Tier 2,4G,23,1552.0,med,0,1
TXN_012095,Netbanking,Android,Tier 2,4G,21,6543.37,high,0,0
TXN_012096,Card,Android,Tier 2,5G,4,2302.79,high,0,1
TXN_012097,Card,Desktop,Tier 3,3G,14,978.92,med,0,0
TXN_012098,Netbanking,Android,Tier 1,Wifi,11,542.47,med,0,0
TXN_012099,UPI,iOS,Tier 1,5G,0,4251.67,high,2,1
TXN_012100,Wallet,Android,Tier 1,5G,17,215.94,low,0,1
TXN_012101,UPI,iOS,Tier 3,4G,5,1643.53,med,0,1
TXN_012102,UPI,Android,Tier 2,4G,5,1121.38,med,0,1
TXN_012103,Card,Android,Tier 1,4G,10,1470.42,med,1,0
TXN_012104,Netbanking,iOS,Tier 2,4G,10,2692.51,high,0,0
TXN_012105,UPI,Android,Tier 1,5G,15,487.27,low,0,1
TXN_012106,Netbanking,Android,Tier 1,Wifi,5,349.01,low,0,0
TXN_012107,Wallet,Android,Tier 1,4G,0,184.77,low,0,0
TXN_012108,UPI,iOS,Tier 2,4G,22,950.23,med,0,1
TXN_012109,PayLater,Android,Tier 2,4G,15,3063.83,high,0,1
TXN_012110,UPI,iOS,Tier 3,4G,2,364.59,low,1,1
TXN_012111,UPI,Android,Tier 3,4G,23,123.46,low,0,1
TXN_012112,UPI,Android,Tier 2,4G,5,345.98,low,1,1
TXN_012113,Wallet,Android,Tier 2,4G,2,1623.01,med,0,1
TXN_012114,Card,Android,Tier 1,Wifi,18,888.64,med,3,1
TXN_012115,UPI,Android,Tier 1,4G,7,1759.33,med,0,1
TXN_012116,UPI,Android,Tier 1,Wifi,21,2269.31,high,0,1
TXN_012117,Card,Android,Tier 2,5G,1,3029.82,high,0,1
TXN_012118,UPI,Desktop,Tier 1,4G,18,352.34,low,3,0
TXN_012119,Wallet,Android,Tier 1,Wifi,14,7439.66,high,0,0
TXN_012120,Netbanking,Android,Tier 2,5G,21,905.31,med,1,1
TXN_012121,UPI,Android,Tier 1,4G,13,1895.43,med,0,1
TXN_012122,PayLater,Android,Tier 2,4G,13,949.94,med,1,1
TXN_012123,UPI,Android,Tier 2,5G,22,1869.45,med,0,1
TXN_012124,PayLater,Android,Tier 1,4G,3,489.19,low,1,1
TXN_012125,Card,iOS,Tier 1,4G,23,413.52,low,0,0
TXN_012126,Card,Android,Tier 1,4G,18,1324.74,med,0,0
TXN_012127,UPI,Android,Tier 1,4G,21,2885.14,high,0,1
TXN_012128,Wallet,Android,Tier 2,Wifi,6,4393.86,high,0,1
TXN_012129,UPI,Android,Tier 3,Wifi,15,570.17,med,0,1
TXN_012130,UPI,Android,Tier 1,5G,7,2615.88,high,0,1
TXN_012131,UPI,Android,Tier 1,4G,14,1348.9,med,0,1
TXN_012132,Card,Android,Tier 3,Wifi,19,968.98,med,0,1
TXN_012133,UPI,Android,Tier 1,5G,4,1138.45,med,3,1
TXN_012134,Card,Android,Tier 1,Wifi,21,865.75,med,2,0
TXN_012135,Wallet,Android,Tier 2,4G,0,1601.46,med,0,1
TXN_012136,UPI,Android,Tier 2,4G,11,117.43,low,0,1
TXN_012137,Card,Android,Tier 2,Wifi,8,144.74,low,2,1
TXN_012138,UPI,Android,Tier 2,4G,18,385.5,low,0,1
TXN_012139,Netbanking,Android,Tier 1,5G,17,2295.23,high,0,1
TXN_012140,Netbanking,Android,Tier 2,5G,6,1471.11,med,1,0
TXN_012141,UPI,Android,Tier 1,4G,10,1055.37,med,0,1
TXN_012142,Card,Android,Tier 2,5G,10,4179.87,high,2,0
TXN_012143,UPI,Android,Tier 3,4G,19,523.73,med,0,1
TXN_012144,UPI,Android,Tier 1,5G,19,1500.11,med,0,1
TXN_012145,Netbanking,Android,Tier 1,3G,14,580.1,med,0,1
TXN_012146,UPI,Android,Tier 1,Wifi,22,625.95,med,0,1
TXN_012147,UPI,Android,Tier 1,Wifi,16,5690.07,high,1,1
TXN_012148,UPI,Android,Tier 1,5G,2,697.31,med,0,1
TXN_012149,Netbanking,Android,Tier 2,5G,10,1194.45,med,0,1
TXN_012150,UPI,Android,Tier 3,5G,12,879.45,med,1,1
TXN_012151,UPI,iOS,Tier 1,4G,5,854.07,med,1,1
TXN_012152,Card,Android,Tier 1,4G,13,1634.87,med,0,0
TXN_012153,Netbanking,Android,Tier 1,5G,10,252.61,low,0,1
TXN_012154,UPI,iOS,Tier 1,4G,12,243.3,low,0,1
TXN_012155,UPI,iOS,Tier 1,Wifi,16,814.47,med,0,1
TXN_012156,UPI,iOS,Tier 2,4G,13,687.11,med,1,1
TXN_012157,UPI,Android,Tier 1,4G,20,2083.95,high,2,0
TXN_012158,UPI,iOS,Tier 3,4G,13,2918.61,high,0,1
TXN_012159,Card,Android,Tier 2,Wifi,3,246.52,low,0,1
TXN_012160,Card,Android,Tier 2,Wifi,3,254.57,low,1,1
TXN_012161,Card,Android,Tier 1,4G,13,614.82,med,0,1
TXN_012162,UPI,Android,Tier 2,5G,13,536.37,med,0,1
TXN_012163,Netbanking,Android,Tier 2,5G,6,982.76,med,0,1
TXN_012164,UPI,Android,Tier 1,5G,15,2798.25,high,1,1
TXN_012165,PayLater,Android,Tier 1,5G,13,1330.52,med,1,1
TXN_012166,Card,Android,Tier 3,4G,4,1999.79,med,0,0
TXN_012167,UPI,iOS,Tier 1,5G,6,522.74,med,2,1
TXN_012168,Card,Android,Tier 2,4G,16,365.11,low,0,1
TXN_012169,UPI,Android,Tier 1,4G,14,415.29,low,2,1
TXN_012170,Card,iOS,Tier 1,4G,23,616.49,med,2,1
TXN_012171,UPI,Android,Tier 1,4G,6,1081.79,med,1,1
TXN_012172,UPI,Android,Tier 1,5G,9,841.49,med,1,1
TXN_012173,Netbanking,iOS,Tier 2,4G,17,456.44,low,0,1
TXN_012174,UPI,Desktop,Tier 2,5G,10,893.78,med,0,0
TXN_012175,Netbanking,iOS,Tier 3,5G,21,474.53,low,0,0
TXN_012176,UPI,Android,Tier 2,Wifi,13,209.91,low,0,1
TXN_012177,Card,Android,Tier 1,5G,3,1996.24,med,0,1
TXN_012178,Card,Android,Tier 2,3G,2,839.93,med,1,0
TXN_012179,UPI,Android,Tier 2,4G,23,981.17,med,0,0
TXN_012180,UPI,Android,Tier 2,5G,13,1207.48,med,0,1
TXN_012181,UPI,Android,Tier 2,4G,19,743.75,med,0,1
TXN_012182,UPI,iOS,Tier 2,5G,2,1282.57,med,2,1
TXN_012183,UPI,Android,Tier 1,4G,20,9279.26,high,0,1
TXN_012184,Card,Android,Tier 2,5G,2,3513.43,high,1,0
TXN_012185,Wallet,Android,Tier 1,4G,19,379.48,low,4,1
TXN_012186,Wallet,Android,Tier 2,4G,11,108.7,low,1,0
TXN_012187,Netbanking,Desktop,Tier 1,5G,9,2921.78,high,0,1
TXN_012188,Netbanking,Android,Tier 3,Wifi,19,1601.34,med,1,1
TXN_012189,Card,Android,Tier 2,4G,17,1703.17,med,0,0
TXN_012190,UPI,Android,Tier 2,Wifi,11,453.64,low,1,1
TXN_012191,Wallet,Android,Tier 3,4G,23,431.53,low,0,1
TXN_012192,Card,Android,Tier 3,5G,3,1083.22,med,0,1
TXN_012193,Card,iOS,Tier 2,Wifi,18,1367.04,med,0,0
TXN_012194,UPI,Android,Tier 1,4G,18,10471.93,ultra_high,0,1
TXN_012195,UPI,Android,Tier 3,4G,16,2388.09,high,1,1
TXN_012196,UPI,Android,Tier 2,4G,7,1217.69,med,0,1
TXN_012197,Netbanking,iOS,Tier 2,4G,10,32.25,low,0,1
TXN_012198,UPI,iOS,Tier 3,5G,4,1217.56,med,0,1
TXN_012199,UPI,Android,Tier 1,5G,4,1070.14,med,0,1
TXN_012200,PayLater,Android,Tier 1,3G,12,232.88,low,0,1
TXN_012201,UPI,iOS,Tier 2,4G,3,1883.26,med,0,1
TXN_012202,UPI,iOS,Tier 2,5G,12,4338.03,high,3,1
TXN_012203,UPI,iOS,Tier 2,4G,15,9200.28,high,0,1
TXN_012204,Card,iOS,Tier 2,Wifi,11,1053.4,med,0,0
TXN_012205,Wallet,Android,Tier 2,4G,13,470.88,low,0,1
TXN_012206,UPI,Android,Tier 2,3G,20,3942.94,high,0,1
TXN_012207,Netbanking,iOS,Tier 3,4G,20,356.77,low,1,1
TXN_012208,UPI,Desktop,Tier 1,5G,8,1116.64,med,1,1
TXN_012209,Wallet,Android,Tier 2,4G,5,220.72,low,1,1
TXN_012210,Netbanking,Android,Tier 3,Wifi,7,3495.99,high,0,0
TXN_012211,Netbanking,Desktop,Tier 2,5G,15,441.6,low,1,1
TXN_012212,UPI,Android,Tier 1,5G,18,2611.87,high,0,1
TXN_012213,PayLater,iOS,Tier 1,5G,1,982.24,med,0,1
TXN_012214,Card,Android,Tier 3,4G,5,1801.33,med,4,1
TXN_012215,UPI,Android,Tier 1,4G,1,634.36,med,1,1
TXN_012216,Netbanking,Android,Tier 1,Wifi,18,1334.34,med,0,1
TXN_012217,UPI,Android,Tier 1,4G,18,2815.86,high,0,1
TXN_012218,Wallet,Android,Tier 2,Wifi,12,506.59,med,0,1
TXN_012219,UPI,Android,Tier 2,5G,16,1423.86,med,0,1
TXN_012220,Card,Android,Tier 2,4G,20,4045.03,high,3,0
TXN_012221,UPI,Desktop,Tier 1,5G,7,316.37,low,0,1
TXN_012222,UPI,Android,Tier 2,5G,8,407.93,low,1,1
TXN_012223,UPI,Android,Tier 2,5G,22,382.96,low,3,1
TXN_012224,UPI,Android,Tier 1,Wifi,4,688.78,med,1,1
TXN_012225,UPI,Android,Tier 1,4G,7,156.92,low,3,1
TXN_012226,UPI,Android,Tier 3,Wifi,8,1016.5,med,0,1
TXN_012227,Card,Android,Tier 2,4G,15,7409.62,high,0,0
TXN_012228,UPI,Android,Tier 2,Wifi,15,1045.47,med,0,1
TXN_012229,UPI,Android,Tier 1,4G,11,11002.84,ultra_high,1,0
TXN_012230,Card,Android,Tier 3,4G,10,140.7,low,0,1
TXN_012231,UPI,Android,Tier 2,5G,17,214.08,low,1,1
TXN_012232,Wallet,Android,Tier 3,4G,12,119.49,low,0,1
TXN_012233,Netbanking,iOS,Tier 3,3G,2,40.04,low,1,0
TXN_012234,Card,Desktop,Tier 3,4G,17,1010.87,med,1,0
TXN_012235,Card,Desktop,Tier 3,4G,10,231.13,low,1,0
TXN_012236,Wallet,Desktop,Tier 1,4G,10,65.76,low,1,1
TXN_012237,UPI,Android,Tier 3,4G,4,596.93,med,0,1
TXN_012238,UPI,Android,Tier 1,5G,2,926.92,med,0,1
TXN_012239,UPI,Android,Tier 3,5G,1,1326.91,med,2,1
TXN_012240,Netbanking,iOS,Tier 1,4G,14,741.74,med,3,1
TXN_012241,UPI,iOS,Tier 2,4G,4,1779.57,med,0,1
TXN_012242,Card,iOS,Tier 1,4G,4,291.42,low,0,1
TXN_012243,PayLater,Android,Tier 2,4G,20,267.18,low,1,1
TXN_012244,Netbanking,iOS,Tier 1,5G,15,4036.86,high,0,1
TXN_012245,UPI,Android,Tier 2,5G,16,6464.88,high,0,1
TXN_012246,UPI,Android,Tier 3,5G,6,180.41,low,0,1
TXN_012247,Netbanking,iOS,Tier 2,3G,1,1184.0,med,0,1
TXN_012248,Card,Android,Tier 1,Wifi,13,305.37,low,0,1
TXN_012249,UPI,Desktop,Tier 2,4G,17,267.8,low,0,1
TXN_012250,UPI,Android,Tier 1,4G,11,1185.67,med,1,1
TXN_012251,Wallet,iOS,Tier 2,Wifi,16,1237.58,med,4,1
TXN_012252,Card,Android,Tier 3,5G,5,529.03,med,0,1
TXN_012253,Netbanking,iOS,Tier 2,4G,4,577.51,med,0,0
TXN_012254,Wallet,iOS,Tier 1,5G,20,235.82,low,0,1
TXN_012255,Card,Desktop,Tier 1,3G,20,3447.49,high,0,1
TXN_012256,UPI,Android,Tier 3,Wifi,21,812.57,med,0,1
TXN_012257,UPI,Desktop,Tier 1,4G,6,295.22,low,0,1
TXN_012258,UPI,Android,Tier 2,Wifi,17,845.47,med,0,1
TXN_012259,UPI,Android,Tier 2,3G,19,610.93,med,1,1
TXN_012260,Netbanking,Android,Tier 2,4G,10,348.11,low,0,1
TXN_012261,Card,iOS,Tier 3,Wifi,4,311.85,low,0,1
TXN_012262,Wallet,Android,Tier 1,Wifi,5,272.08,low,3,1
TXN_012263,UPI,iOS,Tier 2,4G,6,238.13,low,0,1
TXN_012264,Card,iOS,Tier 2,5G,2,953.83,med,2,0
TXN_012265,Card,Android,Tier 1,4G,2,593.75,med,0,1
TXN_012266,Card,Desktop,Tier 1,5G,1,10442.14,ultra_high,0,1
TXN_012267,Card,Android,Tier 2,Wifi,19,1956.99,med,0,1
TXN_012268,UPI,iOS,Tier 1,4G,3,1237.83,med,0,1
TXN_012269,UPI,Android,Tier 3,4G,4,616.86,med,2,1
TXN_012270,UPI,Android,Tier 1,Wifi,1,612.88,med,1,1
TXN_012271,UPI,Android,Tier 1,3G,15,155.79,low,3,0
TXN_012272,UPI,Android,Tier 1,4G,11,214.84,low,1,1
TXN_012273,Card,Android,Tier 1,Wifi,14,242.87,low,0,1
TXN_012274,PayLater,Android,Tier 2,4G,3,129.79,low,0,1
TXN_012275,Card,Android,Tier 1,4G,2,812.25,med,0,0
